"Season","Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","wRC","wRAA","wOBA","Spd","wRC+","wSB","UBR","wGDP","FB%+","BB%+","LD+%","GB%+","Hard%","Med%","Soft%","Oppo%","Cent%","Pull%","HR/FB","playerid"
"2018","Kelby Tomlinson","Giants","63","140","152","29","23","4","2","0","9","10","9","0","35","2","0","1","3","0","2",".207","5.9 %","23.0 %","0.26",".265",".264",".529",".057",".276","8","-9.4",".239","4.0","49","-0.9","0.3","-0.1","47","66","107","139","23.6 %","52.8 %","23.6 %","40.6 %","32.1 %","27.4 %","0.0 %","13005"
"2017","Christian Arroyo","Giants","34","125","135","24","16","5","0","3","9","14","8","1","32","1","1","0","4","1","2",".192","5.9 %","23.7 %","0.25",".244",".304",".548",".112",".231","7","-9.6",".237","1.9","44","-0.7","-0.2","-0.2","60","66","88","137","27.7 %","52.1 %","20.2 %","25.5 %","36.2 %","38.3 %","15.0 %","16434"
"2015","Alexi Amarista","Padres","118","324","357","66","49","10","4","3","28","30","24","4","55","1","5","3","6","5","1",".204","6.7 %","15.4 %","0.44",".257",".287",".544",".083",".232","18","-21.9",".236","5.3","48","0.5","0.2","0.6","94","85","97","106","19.5 %","63.9 %","16.6 %","28.5 %","41.2 %","30.3 %","3.6 %","9063"
"2019","Brendan Rodgers","Rockies","25","76","81","17","15","2","0","0","8","7","4","0","27","1","0","0","2","0","0",".224","4.9 %","33.3 %","0.15",".272",".250",".522",".026",".347","4","-6.0",".234","1.9","25","0.0","0.7","-0.2","81","56","103","114","30.6 %","42.9 %","26.5 %","36.7 %","32.7 %","30.6 %","0.0 %","17907"
"2017","Charlie Culberson","Dodgers","15","13","15","2","1","1","0","0","0","1","2","0","4","0","0","0","2","0","0",".154","13.3 %","26.7 %","0.50",".267",".231",".497",".077",".222","1","-1.1",".233","0.1","41","0.0","0.0","-0.4","95","148","54","126","22.2 %","55.6 %","22.2 %","22.2 %","66.7 %","11.1 %","0.0 %","3298"
"2014","Carlos Triunfel","Dodgers","12","15","16","2","1","0","0","1","3","1","1","0","5","0","0","0","0","0","0",".133","6.3 %","31.3 %","0.20",".188",".333",".521",".200",".111","1","-1.0",".232","2.6","48","0.0","-0.1","0.0","205","80","0","67","30.0 %","70.0 %","0.0 %","30.0 %","40.0 %","30.0 %","14.3 %","193"
"2014","Omar Quintanilla","Mets","15","29","31","6","5","1","0","0","2","3","2","0","5","0","0","0","1","0","0",".207","6.5 %","16.1 %","0.40",".258",".241",".499",".034",".250","1","-1.9",".230","1.1","45","0.0","-0.3","0.0","64","82","124","116","37.5 %","45.8 %","16.7 %","33.3 %","29.2 %","37.5 %","0.0 %","6335"
"2018","Nate Orf","Brewers","15","21","25","2","1","0","0","1","4","1","3","0","8","1","0","0","1","1","0",".095","12.0 %","32.0 %","0.38",".240",".238",".478",".143",".083","1","-1.8",".228","6.6","37","0.2","-0.1","-0.1","132","134","0","124","38.5 %","30.8 %","30.8 %","7.7 %","38.5 %","53.9 %","16.7 %","15407"
"2014","Nick Ahmed","Diamondbacks","25","70","75","14","11","2","0","1","9","4","3","0","10","0","0","2","2","0","1",".200","4.0 %","13.3 %","0.30",".233",".271",".504",".071",".220","3","-4.8",".227","3.5","34","-0.4","0.2","0.1","117","51","87","93","24.2 %","54.8 %","21.0 %","33.9 %","27.4 %","38.7 %","4.2 %","12147"
"2015","Chase d'Arnaud","Phillies","11","17","18","3","2","0","1","0","2","0","1","0","7","0","0","0","0","0","1",".176","5.6 %","38.9 %","0.14",".222",".294",".516",".118",".300","1","-1.3",".225","7.1","36","-0.4","0.5","0.1","121","70","47","110","10.0 %","50.0 %","40.0 %","30.0 %","50.0 %","20.0 %","0.0 %","6652"
